date_time,temp
2016-08-12 22:29:30 UTC,71.2616
2016-08-12 22:34:31 UTC,71.2616
2016-08-12 22:39:31 UTC,71.375
2016-08-12 22:44:31 UTC,71.375
2016-08-12 22:49:32 UTC,71.375
2016-08-12 22:54:32 UTC,71.4866
2016-08-12 22:59:33 UTC,71.4866
2016-08-12 23:04:33 UTC,71.4866
2016-08-12 23:09:33 UTC,71.4866
2016-08-12 23:14:34 UTC,71.6
2016-08-12 23:19:34 UTC,71.6
2016-08-12 23:24:35 UTC,71.6
2016-08-12 23:29:35 UTC,71.6
2016-08-12 23:34:35 UTC,71.7116
2016-08-12 23:39:36 UTC,71.7116
2016-08-12 23:44:36 UTC,71.7116
2016-08-12 23:49:37 UTC,71.7116
2016-08-12 23:54:37 UTC,71.825
2016-08-12 23:59:37 UTC,71.825
2016-08-13 00:04:38 UTC,71.825
2016-08-13 00:09:38 UTC,71.825
2016-08-13 00:14:39 UTC,71.9366
2016-08-13 00:19:39 UTC,71.9366
2016-08-13 00:24:39 UTC,71.9366
2016-08-13 00:29:40 UTC,71.9366
2016-08-13 00:34:40 UTC,72.05
2016-08-13 00:39:41 UTC,72.05
2016-08-13 00:44:41 UTC,72.05
2016-08-13 00:49:41 UTC,72.05
2016-08-13 00:54:42 UTC,72.05
2016-08-13 00:59:42 UTC,72.1616
2016-08-13 01:04:43 UTC,72.1616
2016-08-13 01:09:43 UTC,72.1616
2016-08-13 01:14:43 UTC,72.1616
2016-08-13 01:19:44 UTC,72.1616
2016-08-13 01:24:44 UTC,72.275
2016-08-13 01:29:44 UTC,72.275
2016-08-13 01:34:45 UTC,72.275
2016-08-13 01:39:45 UTC,72.275
2016-08-13 01:44:46 UTC,72.275
2016-08-13 01:49:46 UTC,72.275
2016-08-13 01:54:46 UTC,72.3866
2016-08-13 01:59:47 UTC,72.3866
2016-08-13 02:04:47 UTC,72.3866
2016-08-13 02:09:48 UTC,72.3866
2016-08-13 02:14:48 UTC,72.3866
2016-08-13 02:19:48 UTC,72.5
2016-08-13 02:24:49 UTC,72.5
2016-08-13 02:29:49 UTC,72.5
2016-08-13 02:34:49 UTC,72.5
2016-08-13 02:39:50 UTC,72.5
2016-08-13 02:44:50 UTC,72.5
2016-08-13 02:49:50 UTC,72.6116
2016-08-13 02:54:51 UTC,72.6116
2016-08-13 02:59:51 UTC,72.6116
2016-08-13 03:04:52 UTC,72.6116
2016-08-13 03:09:52 UTC,72.6116
2016-08-13 03:14:52 UTC,72.6116
2016-08-13 03:19:53 UTC,72.6116
2016-08-13 03:24:53 UTC,72.725
2016-08-13 03:29:54 UTC,72.725
2016-08-13 03:34:54 UTC,72.725
2016-08-13 03:39:55 UTC,72.725
2016-08-13 03:44:55 UTC,72.725
2016-08-13 03:49:56 UTC,72.725
2016-08-13 03:55:01 UTC,72.8366
2016-08-13 04:00:02 UTC,72.8366
2016-08-13 04:05:02 UTC,72.8366
2016-08-13 04:10:03 UTC,72.8366
2016-08-13 04:15:04 UTC,72.8366
2016-08-13 04:20:05 UTC,72.8366
2016-08-13 04:25:05 UTC,72.8366
2016-08-13 04:30:06 UTC,72.8366
2016-08-13 04:35:07 UTC,72.95
2016-08-13 04:40:08 UTC,72.95
2016-08-13 04:45:08 UTC,72.95
2016-08-13 04:50:09 UTC,72.95
2016-08-13 04:55:09 UTC,72.95
2016-08-13 05:00:10 UTC,72.95
2016-08-13 05:05:10 UTC,72.95
2016-08-13 05:10:10 UTC,72.95
2016-08-13 05:15:11 UTC,73.0616
2016-08-13 05:20:11 UTC,73.0616
2016-08-13 05:25:12 UTC,73.0616
2016-08-13 05:30:13 UTC,73.0616
2016-08-13 05:35:13 UTC,73.0616
2016-08-13 05:40:15 UTC,73.0616
2016-08-13 05:45:15 UTC,73.0616
2016-08-13 05:50:15 UTC,73.0616
2016-08-13 05:55:16 UTC,73.175
2016-08-13 06:00:16 UTC,73.175
2016-08-13 06:05:17 UTC,73.175
2016-08-13 06:10:18 UTC,73.175
2016-08-13 06:15:19 UTC,73.175
2016-08-13 06:20:19 UTC,73.175
2016-08-13 06:25:19 UTC,73.175
2016-08-13 06:30:20 UTC,73.175
2016-08-13 06:35:20 UTC,73.175
2016-08-13 06:40:21 UTC,73.2866
2016-08-13 06:45:21 UTC,73.2866
2016-08-13 06:50:22 UTC,73.2866
2016-08-13 06:55:23 UTC,73.2866
2016-08-13 07:00:23 UTC,73.2866
2016-08-13 07:05:24 UTC,73.2866
2016-08-13 07:10:24 UTC,73.2866
2016-08-13 07:15:25 UTC,73.4
2016-08-13 07:20:26 UTC,73.4
2016-08-13 07:25:26 UTC,73.4
2016-08-13 07:30:27 UTC,73.4
2016-08-13 07:35:27 UTC,73.4
2016-08-13 07:40:28 UTC,73.4
2016-08-13 07:45:28 UTC,73.4
2016-08-13 07:50:29 UTC,73.4
2016-08-13 07:55:29 UTC,73.4
2016-08-13 08:00:30 UTC,73.4
2016-08-13 08:05:30 UTC,73.5116
2016-08-13 08:10:30 UTC,73.5116
2016-08-13 08:15:31 UTC,73.5116
2016-08-13 08:20:31 UTC,73.5116
2016-08-13 08:25:32 UTC,73.5116
2016-08-13 08:30:32 UTC,73.5116
2016-08-13 08:35:32 UTC,73.5116
2016-08-13 08:40:33 UTC,73.5116
2016-08-13 08:45:33 UTC,73.5116
2016-08-13 08:50:34 UTC,73.625
2016-08-13 08:55:34 UTC,73.625
2016-08-13 09:00:35 UTC,73.625
2016-08-13 09:05:35 UTC,73.625
2016-08-13 09:10:35 UTC,73.625
2016-08-13 09:15:36 UTC,73.625
2016-08-13 09:20:36 UTC,73.625
2016-08-13 09:25:37 UTC,73.625
2016-08-13 09:30:37 UTC,73.625
2016-08-13 09:35:38 UTC,73.625
2016-08-13 09:40:38 UTC,73.7366
2016-08-13 09:45:38 UTC,73.7366
2016-08-13 09:50:39 UTC,73.7366
2016-08-13 09:55:39 UTC,73.7366
2016-08-13 10:00:40 UTC,73.7366
2016-08-13 10:05:40 UTC,73.7366
2016-08-13 10:10:40 UTC,73.7366
2016-08-13 10:15:41 UTC,73.7366
2016-08-13 10:20:41 UTC,73.7366
2016-08-13 10:25:42 UTC,73.7366
2016-08-13 10:30:42 UTC,73.85
2016-08-13 10:35:43 UTC,73.85
2016-08-13 10:40:43 UTC,73.85
2016-08-13 10:45:44 UTC,73.85
2016-08-13 10:50:44 UTC,73.85
2016-08-13 10:55:45 UTC,73.85
2016-08-13 11:00:45 UTC,73.85
2016-08-13 11:05:46 UTC,73.85
2016-08-13 11:10:46 UTC,73.85
2016-08-13 11:15:47 UTC,73.85
2016-08-13 11:20:47 UTC,73.85
2016-08-13 11:25:47 UTC,73.9616
2016-08-13 11:30:48 UTC,73.9616
2016-08-13 11:35:49 UTC,73.9616
2016-08-13 11:40:49 UTC,73.9616
2016-08-13 11:45:49 UTC,73.9616
2016-08-13 11:50:50 UTC,74.3
2016-08-13 11:55:51 UTC,74.525
2016-08-13 12:00:51 UTC,74.75
2016-08-13 12:05:52 UTC,74.8616
2016-08-13 12:10:52 UTC,75.3116
2016-08-13 12:15:53 UTC,75.7616
2016-08-13 12:20:53 UTC,76.1
2016-08-13 12:25:54 UTC,76.4366
2016-08-13 12:30:54 UTC,76.6616
2016-08-13 12:35:55 UTC,76.8866
2016-08-13 12:40:55 UTC,77
2016-08-13 12:45:55 UTC,77.1116
2016-08-13 12:50:56 UTC,77
2016-08-13 12:55:56 UTC,76.8866
2016-08-13 13:00:57 UTC,76.55
2016-08-13 13:05:59 UTC,76.325
2016-08-13 13:10:59 UTC,76.2116
2016-08-13 13:16:00 UTC,76.1
2016-08-13 13:21:01 UTC,76.1
2016-08-13 13:26:02 UTC,75.9866
2016-08-13 13:31:02 UTC,75.9866
2016-08-13 13:36:03 UTC,75.875
2016-08-13 13:41:03 UTC,75.875
2016-08-13 13:46:03 UTC,75.875
2016-08-13 13:51:04 UTC,75.7616
2016-08-13 13:56:05 UTC,75.7616
2016-08-13 14:01:06 UTC,75.7616
2016-08-13 14:06:06 UTC,75.7616
2016-08-13 14:11:08 UTC,75.65
2016-08-13 14:16:11 UTC,75.65
2016-08-13 14:21:12 UTC,75.65
2016-08-13 14:26:12 UTC,75.65
2016-08-13 14:31:13 UTC,75.65
2016-08-13 14:36:13 UTC,75.65
2016-08-13 14:41:14 UTC,75.65
2016-08-13 14:46:14 UTC,75.65
2016-08-13 14:51:14 UTC,75.65
2016-08-13 14:56:15 UTC,75.65
2016-08-13 15:01:15 UTC,75.5366
2016-08-13 15:06:16 UTC,75.5366
2016-08-13 15:11:16 UTC,75.5366
2016-08-13 15:16:17 UTC,75.5366
2016-08-13 15:21:17 UTC,75.5366
2016-08-13 15:26:17 UTC,75.5366
2016-08-13 15:31:18 UTC,75.5366
2016-08-13 15:36:18 UTC,75.5366
2016-08-13 15:41:19 UTC,75.5366
2016-08-13 15:46:20 UTC,75.5366
2016-08-13 15:51:20 UTC,75.5366
2016-08-13 15:56:21 UTC,75.5366
2016-08-13 16:01:21 UTC,75.5366
2016-08-13 16:06:22 UTC,75.5366
2016-08-13 16:11:22 UTC,75.5366
2016-08-13 16:16:23 UTC,75.5366
2016-08-13 16:21:24 UTC,75.5366
2016-08-13 16:26:24 UTC,75.5366
2016-08-13 16:31:24 UTC,75.5366
2016-08-13 16:36:25 UTC,75.5366
2016-08-13 16:41:26 UTC,75.5366
2016-08-13 16:46:26 UTC,75.5366
2016-08-13 16:51:27 UTC,75.5366
2016-08-13 16:56:28 UTC,75.65
2016-08-13 17:01:28 UTC,75.5366
2016-08-13 17:06:29 UTC,75.65
2016-08-13 17:11:29 UTC,75.65
2016-08-13 17:16:30 UTC,75.65
2016-08-13 17:21:33 UTC,75.65
2016-08-13 17:26:34 UTC,75.65
2016-08-13 17:31:36 UTC,75.65
2016-08-13 17:36:36 UTC,75.65
2016-08-13 17:41:37 UTC,75.65
2016-08-13 17:46:38 UTC,75.65
2016-08-13 17:51:42 UTC,75.65
2016-08-13 17:56:43 UTC,75.65
2016-08-13 18:01:43 UTC,75.65
2016-08-13 18:06:43 UTC,75.7616
2016-08-13 18:11:44 UTC,75.7616
2016-08-13 18:16:45 UTC,75.7616
