Bear,Date,Time,Latitude,Longitude
3,14.04.2014,6:00:03,70.8432118,-145.3303884
3,14.04.2014,6:30:29,70.8436322,-145.2867146
3,14.04.2014,7:00:18,70.8425796,-145.2408668
3,14.04.2014,7:30:10,70.8424714,-145.2328633
3,14.04.2014,8:00:03,70.8426895,-145.1784088
3,14.04.2014,8:30:12,70.8464158,-145.1242061
3,14.04.2014,9:00:28,70.8504315,-145.0910722
3,14.04.2014,9:30:03,70.8512889,-145.0943751
3,14.04.2014,10:00:03,70.8521433,-145.0985574
3,14.04.2014,10:30:11,70.8529803,-145.1026124
3,14.04.2014,11:00:30,70.8538675,-145.1066345
3,14.04.2014,11:30:17,70.8546901,-145.1108423
3,14.04.2014,12:00:10,70.8554379,-145.1153119
3,14.04.2014,12:30:02,70.8567121,-145.1130231
3,14.04.2014,13:00:10,70.8586373,-145.108869
3,14.04.2014,13:30:03,70.8594145,-145.1116947
3,14.04.2014,14:00:47,70.8602133,-145.1150781
3,14.04.2014,14:30:18,70.8608439,-145.1184204
3,14.04.2014,15:00:12,70.8614301,-145.1209771
3,14.04.2014,15:30:02,70.862233,-145.1165325
3,14.04.2014,16:00:10,70.8628122,-145.118286
3,14.04.2014,16:30:30,70.8633305,-145.1188774
3,14.04.2014,17:00:17,70.8643317,-145.0801246
3,14.04.2014,17:30:09,70.8667112,-145.0583811
3,14.04.2014,18:00:10,70.8639309,-145.0083043
3,14.04.2014,18:30:19,70.8648969,-144.9841458
3,14.04.2014,19:00:18,70.8689653,-144.9292025
3,14.04.2014,19:30:19,70.8668618,-144.9129811
3,14.04.2014,20:00:17,70.8616431,-144.892967
3,14.04.2014,20:30:03,70.8613662,-144.8923129
3,14.04.2014,21:00:12,70.862092,-144.8916081
3,14.04.2014,21:30:16,70.8627411,-144.8883321
3,14.04.2014,22:00:30,70.8563627,-144.8623922
3,14.04.2014,22:30:18,70.8497446,-144.9034497
3,14.04.2014,23:00:09,70.8520824,-144.8627254
3,14.04.2014,23:30:10,70.8551621,-144.8477712
3,15.04.2014,0:00:10,70.8582629,-144.8454975
3,15.04.2014,0:30:02,70.8598813,-144.8387999
3,15.04.2014,1:00:25,70.8709787,-144.7879485
3,15.04.2014,1:30:09,70.8604395,-144.7459257
3,15.04.2014,2:00:03,70.8485359,-144.7165779
3,15.04.2014,2:30:10,70.8482155,-144.6599672
3,15.04.2014,3:00:09,70.8488373,-144.6504267
3,15.04.2014,3:30:19,70.8491072,-144.6500707
3,15.04.2014,4:00:10,70.8573902,-144.5936495
3,15.04.2014,4:30:10,70.8673647,-144.538087
3,15.04.2014,5:00:09,70.8744981,-144.4795073
3,15.04.2014,5:30:09,70.8803831,-144.4252431
3,15.04.2014,6:00:24,70.8846111,-144.3686652
3,15.04.2014,6:30:10,70.8948398,-144.3170116
3,15.04.2014,7:00:09,70.9003629,-144.2506735
3,15.04.2014,7:30:09,70.9063046,-144.1920393
3,15.04.2014,8:00:02,70.9124555,-144.1410235
3,15.04.2014,8:30:08,70.9175378,-144.0769225
3,15.04.2014,9:00:09,70.9216508,-144.0312158
3,15.04.2014,9:30:22,70.9260646,-144.0135452
3,15.04.2014,10:00:19,70.9259737,-143.9853211
3,15.04.2014,10:30:08,70.9263804,-143.9794334
3,15.04.2014,11:00:02,70.9251715,-144.0140209
3,15.04.2014,11:30:10,70.9287953,-143.9461076
3,15.04.2014,12:00:30,70.9308212,-143.9590282
3,15.04.2014,12:30:47,70.9253994,-144.0180049
3,15.04.2014,13:00:17,70.9256048,-143.9531803
3,15.04.2014,13:30:02,70.9254973,-143.945298
3,15.04.2014,14:00:03,70.9254867,-143.945709
3,15.04.2014,14:30:03,70.922558,-143.9582662
3,15.04.2014,15:00:27,70.916177,-143.9391238
3,15.04.2014,15:30:02,70.9269031,-143.8655914
3,15.04.2014,16:00:09,70.9294391,-143.7960986
3,15.04.2014,16:30:10,70.9355858,-143.7356813
3,15.04.2014,17:00:11,70.9466026,-143.7040544
3,15.04.2014,17:30:11,70.9488571,-143.7082905
3,15.04.2014,18:00:30,70.949417,-143.7234923
3,15.04.2014,18:30:49,70.9493424,-143.7237918
3,15.04.2014,19:00:02,70.9491741,-143.7242375
3,15.04.2014,19:30:02,70.9489656,-143.724549
3,15.04.2014,20:00:29,70.9487431,-143.7249814
3,15.04.2014,20:30:15,70.9485277,-143.7255127
3,15.04.2014,21:00:09,70.9483036,-143.7260439
3,15.04.2014,21:30:09,70.9480499,-143.7266121
3,15.04.2014,22:00:08,70.9476183,-143.7271376
3,15.04.2014,22:30:16,70.947397,-143.7276629
3,15.04.2014,23:00:30,70.9460275,-143.7249548
3,15.04.2014,23:30:50,70.9458144,-143.7255627
3,16.04.2014,0:00:07,70.9466021,-143.7294114
3,16.04.2014,0:30:09,70.946743,-143.7307107
3,16.04.2014,1:00:02,70.9466031,-143.7336696
3,16.04.2014,1:30:30,70.9462536,-143.7363969
3,16.04.2014,2:00:10,70.9520345,-143.732567
3,16.04.2014,2:30:09,70.9500442,-143.7382921
3,16.04.2014,3:00:09,70.9498996,-143.7388468
3,16.04.2014,3:30:25,70.949746,-143.739347
3,16.04.2014,4:00:09,70.9495803,-143.7395226
3,16.04.2014,4:30:10,70.949404,-143.7398914
3,16.04.2014,5:00:30,70.9491927,-143.7400538
3,16.04.2014,5:30:10,70.9489434,-143.7404197
3,16.04.2014,6:00:30,70.9492536,-143.7494297
3,16.04.2014,6:30:17,70.9490456,-143.7637752
3,16.04.2014,7:00:08,70.9503723,-143.7900086
3,16.04.2014,7:30:09,70.9491252,-143.8058545
3,16.04.2014,8:00:25,70.9478884,-143.7959282
3,16.04.2014,8:30:09,70.9476464,-143.7964528
3,16.04.2014,9:00:02,70.9474395,-143.7971868
3,16.04.2014,9:30:01,70.9472276,-143.7979473
3,16.04.2014,10:00:29,70.9480804,-143.8050342
3,16.04.2014,10:30:15,70.9461957,-143.8084711
3,16.04.2014,11:00:09,70.9460488,-143.8095192
3,16.04.2014,11:30:06,70.9459238,-143.8106235
3,16.04.2014,12:00:08,70.9457646,-143.8118088
3,16.04.2014,12:30:01,70.9456903,-143.8125356
3,16.04.2014,13:00:01,70.9455961,-143.8131253
3,16.04.2014,13:30:30,70.9455369,-143.8139245
3,16.04.2014,14:00:09,70.9434248,-143.8150484
3,16.04.2014,14:30:08,70.9427952,-143.8416621
3,16.04.2014,15:00:09,70.9448024,-143.8387767
3,16.04.2014,15:30:00,70.9458717,-143.8402197
3,16.04.2014,16:00:29,70.9469976,-143.8432621
3,16.04.2014,16:30:16,70.9468395,-143.8444915
3,16.04.2014,17:00:08,70.9468231,-143.844897
3,16.04.2014,17:30:11,70.9467496,-143.8449822
3,16.04.2014,18:00:09,70.9419669,-143.8469873
3,16.04.2014,18:30:26,70.9432245,-143.851866
3,16.04.2014,19:00:01,70.9417476,-143.8446313
3,16.04.2014,19:30:01,70.9415926,-143.8450376
3,16.04.2014,20:00:01,70.9415066,-143.8451994
3,16.04.2014,20:30:11,70.9413878,-143.8452828
3,16.04.2014,21:00:15,70.9412758,-143.8453442
3,16.04.2014,21:30:17,70.9410419,-143.8453858
3,16.04.2014,22:00:29,70.944086,-143.8499609
3,16.04.2014,22:30:16,70.9406635,-143.8443782
3,16.04.2014,23:00:01,70.9421732,-143.839732
3,16.04.2014,23:30:09,70.9419968,-143.8396868
3,17.04.2014,0:00:11,70.9418175,-143.8396417
3,17.04.2014,0:30:20,70.9416934,-143.8396366
3,17.04.2014,1:00:43,70.9422136,-143.8345753
3,17.04.2014,1:30:16,70.9423504,-143.8430786
3,17.04.2014,2:00:01,70.9448503,-143.8457852
3,17.04.2014,2:30:08,70.9445286,-143.8452408
3,17.04.2014,3:00:05,70.9449691,-143.8427389
3,17.04.2014,3:30:01,70.9436021,-143.8428547
3,17.04.2014,4:00:08,70.9435187,-143.8429501
3,17.04.2014,4:30:02,70.9424456,-143.8348299
3,17.04.2014,5:00:16,70.9419571,-143.8358335
3,17.04.2014,5:30:08,70.9445207,-143.8354528
3,17.04.2014,6:00:30,70.9438569,-143.8323454
3,17.04.2014,6:30:20,70.9434956,-143.8313839
3,17.04.2014,7:00:17,70.9431437,-143.8302912
3,17.04.2014,7:30:09,70.9427689,-143.8291585
3,17.04.2014,8:00:05,70.9434454,-143.8345808
3,17.04.2014,8:30:08,70.9434454,-143.8293898
3,17.04.2014,9:00:26,70.943023,-143.8281243
3,17.04.2014,9:30:08,70.942665,-143.8270197
3,17.04.2014,10:00:07,70.9422799,-143.8259919
3,17.04.2014,10:30:16,70.9419502,-143.8248551
3,17.04.2014,11:00:30,70.9416477,-143.8238571
3,17.04.2014,11:30:16,70.9413709,-143.8228872
3,17.04.2014,12:00:07,70.9409719,-143.8175907
3,17.04.2014,12:30:16,70.9394896,-143.8182253
3,17.04.2014,13:00:08,70.9393372,-143.8174301
3,17.04.2014,13:30:07,70.939149,-143.8176372
3,17.04.2014,14:00:48,70.9385112,-143.8201162
3,17.04.2014,14:30:00,70.9375204,-143.8232247
3,17.04.2014,15:00:10,70.937726,-143.8147351
3,17.04.2014,15:30:00,70.9376263,-143.8143588
3,17.04.2014,16:00:00,70.937505,-143.8139928
3,17.04.2014,16:30:08,70.937363,-143.8136149
3,17.04.2014,17:00:08,70.9371255,-143.8132116
3,17.04.2014,17:30:33,70.9369554,-143.8129752
3,17.04.2014,18:00:30,70.9364339,-143.8160618
3,17.04.2014,18:30:30,70.9361012,-143.8156995
3,17.04.2014,19:00:11,70.9358034,-143.8152827
3,17.04.2014,19:30:07,70.9354623,-143.8150899
3,17.04.2014,20:00:08,70.9351016,-143.8148749
3,17.04.2014,20:30:15,70.9376503,-143.8209475
3,17.04.2014,21:00:30,70.9363058,-143.8199517
3,17.04.2014,21:30:08,70.934553,-143.8197919
3,17.04.2014,22:00:07,70.9342306,-143.8198953
3,17.04.2014,22:30:16,70.9338444,-143.8199706
3,17.04.2014,23:00:00,70.933437,-143.8201711
3,17.04.2014,23:30:30,70.9330415,-143.8204806
3,18.04.2014,0:00:15,70.9341258,-143.8159831
3,18.04.2014,0:30:15,70.9337309,-143.8161556
3,18.04.2014,1:00:08,70.9333598,-143.816449
3,18.04.2014,1:30:08,70.9330259,-143.8166129
3,18.04.2014,2:00:25,70.931568,-143.8095939
3,18.04.2014,2:30:00,70.9313815,-143.8122358
3,18.04.2014,3:00:15,70.9299872,-143.8046813
3,18.04.2014,3:30:07,70.9301588,-143.807028
3,18.04.2014,4:00:30,70.932658,-143.8060215
3,18.04.2014,4:30:15,70.9326068,-143.8059714
3,18.04.2014,5:00:14,70.9331906,-143.8060733
3,18.04.2014,5:30:13,70.9333117,-143.81449
3,18.04.2014,6:00:16,70.9339988,-143.8091139
3,18.04.2014,6:30:23,70.9314511,-143.8010247
3,18.04.2014,7:00:15,70.9322118,-143.8063475
3,18.04.2014,7:30:15,70.9319,-143.8066767
3,18.04.2014,8:00:15,70.9315421,-143.8070263
3,18.04.2014,8:30:15,70.9311451,-143.8074348
3,18.04.2014,9:00:08,70.9307462,-143.8078816
3,18.04.2014,9:30:30,70.9301514,-143.8152851
3,18.04.2014,10:00:15,70.9298524,-143.8156039
3,18.04.2014,10:30:15,70.9297251,-143.8157479
3,18.04.2014,11:00:07,70.9296287,-143.8157932
3,18.04.2014,11:30:15,70.9294764,-143.8158266
3,18.04.2014,12:00:29,70.929317,-143.8158157
3,18.04.2014,12:30:14,70.9293073,-143.8116482
3,18.04.2014,13:00:08,70.9284739,-143.8035496
3,18.04.2014,13:30:15,70.9306652,-143.8078017
3,18.04.2014,14:00:17,70.9306306,-143.8077677
3,18.04.2014,14:30:00,70.9306061,-143.807778
3,18.04.2014,15:00:23,70.9306367,-143.8077796
3,18.04.2014,15:30:08,70.930627,-143.8077958
3,18.04.2014,16:00:08,70.9306489,-143.8079005
3,18.04.2014,16:30:10,70.9306339,-143.8078341
3,18.04.2014,17:00:25,70.9305465,-143.8078913
3,18.04.2014,17:29:59,70.9286866,-143.8131285
3,18.04.2014,18:00:07,70.9285675,-143.8097418
3,18.04.2014,18:30:08,70.9280482,-143.8104194
3,18.04.2014,19:00:30,70.9275493,-143.8108908
3,18.04.2014,19:30:14,70.9269585,-143.8115726
3,18.04.2014,20:00:15,70.9263378,-143.8121761
3,18.04.2014,20:30:16,70.9256458,-143.8131022
3,18.04.2014,21:00:08,70.9252067,-143.8139301
3,18.04.2014,21:30:26,70.9247678,-143.8146668
3,18.04.2014,22:00:15,70.9245094,-143.8151285
3,18.04.2014,22:30:15,70.9242796,-143.8152087
3,18.04.2014,23:00:15,70.9240224,-143.8153537
3,18.04.2014,23:30:15,70.9243836,-143.8114522
3,19.04.2014,0:00:29,70.9268807,-143.8111496
3,19.04.2014,0:30:15,70.9273696,-143.813516
3,19.04.2014,1:00:15,70.927358,-143.8135219
3,19.04.2014,1:30:13,70.9280933,-143.8066503
3,19.04.2014,2:00:29,70.9260803,-143.8029754
3,19.04.2014,2:30:14,70.9262869,-143.803729
3,19.04.2014,3:00:14,70.9264158,-143.8118951
3,19.04.2014,3:30:26,70.9252311,-143.807365
3,19.04.2014,4:00:25,70.9252895,-143.8073046
3,19.04.2014,4:30:07,70.925273,-143.8073429
3,19.04.2014,5:00:13,70.9255237,-143.7521854
3,19.04.2014,5:30:14,70.9204716,-143.7506239
3,19.04.2014,6:00:23,70.9160537,-143.7505243
3,19.04.2014,6:30:13,70.9124819,-143.7470928
3,19.04.2014,7:00:14,70.914594,-143.7459811
3,19.04.2014,7:30:14,70.910795,-143.7517952
3,19.04.2014,8:00:14,70.9257446,-143.7213638
3,19.04.2014,8:30:14,70.9129277,-143.6812826
3,19.04.2014,9:00:48,70.9151776,-143.6259674
3,19.04.2014,9:30:06,70.9186993,-143.6310804
3,19.04.2014,10:00:14,70.9179033,-143.6233895
3,19.04.2014,10:30:16,70.9177603,-143.6233419
3,19.04.2014,11:00:28,70.9259206,-143.6239942
3,19.04.2014,11:30:13,70.9363805,-143.5886335
3,19.04.2014,12:00:14,70.934003,-143.582914
3,19.04.2014,12:30:14,70.9445114,-143.5628647
3,19.04.2014,13:00:06,70.9527,-143.4997731
3,19.04.2014,13:30:15,70.9673305,-143.5062041
3,19.04.2014,14:00:22,70.972333,-143.4503283
3,19.04.2014,14:30:07,70.971252,-143.3983819
3,19.04.2014,15:00:13,70.9703516,-143.365122
3,19.04.2014,15:30:16,70.980552,-143.3246294
3,19.04.2014,15:59:59,70.9850705,-143.2907196
3,19.04.2014,16:30:14,70.9850786,-143.2199302
3,19.04.2014,17:00:07,70.9864977,-143.215725
3,19.04.2014,17:30:07,70.9908012,-143.2093205
3,19.04.2014,18:00:30,70.9904681,-143.166282
3,19.04.2014,18:30:14,70.988996,-143.1442949
3,19.04.2014,19:00:14,70.986434,-143.1088631
3,19.04.2014,19:30:14,70.9909674,-143.0625644
3,19.04.2014,20:00:22,70.9946748,-143.010424
3,19.04.2014,20:30:07,70.9975521,-142.9930664
3,19.04.2014,21:00:13,70.9985027,-142.9934505
3,19.04.2014,21:30:07,70.9982221,-142.9945693
3,19.04.2014,22:00:16,70.9979161,-142.995534
3,19.04.2014,22:30:10,70.9976111,-142.9964439
3,19.04.2014,23:00:19,70.9973987,-142.9968304
3,19.04.2014,23:30:14,70.9972442,-142.9973375
3,20.04.2014,0:00:14,71.0035852,-142.9936409
4,11.04.2014,21:30:07,71.0062679,-146.2964769
4,11.04.2014,22:00:23,71.006304,-146.2952634
4,11.04.2014,22:30:16,71.0063727,-146.293714
4,11.04.2014,23:00:10,71.006479,-146.2923401
4,11.04.2014,23:30:26,71.0065834,-146.2908364
4,12.04.2014,0:00:08,71.0066648,-146.289348
4,12.04.2014,0:30:07,71.0068227,-146.2882182
4,12.04.2014,1:00:08,71.0069317,-146.2871191
4,12.04.2014,1:30:09,71.0070442,-146.2862641
4,12.04.2014,2:00:29,71.0071147,-146.2856152
4,12.04.2014,2:30:16,71.0072057,-146.2850808
4,12.04.2014,3:00:00,71.0072479,-146.2845923
4,12.04.2014,3:30:15,71.0074199,-146.2845081
4,12.04.2014,4:00:22,71.0075134,-146.2847293
4,12.04.2014,4:30:15,71.0081516,-146.282515
4,12.04.2014,5:00:15,71.0080114,-146.2789506
4,12.04.2014,5:30:16,71.0082718,-146.2654322
4,12.04.2014,6:00:27,71.0081079,-146.2628374
4,12.04.2014,6:30:08,71.0080316,-146.262891
4,12.04.2014,7:00:08,71.008112,-146.2627229
4,12.04.2014,7:30:07,71.0081753,-146.2625777
4,12.04.2014,8:00:16,71.0082376,-146.262463
4,12.04.2014,8:30:09,71.0082964,-146.2623026
4,12.04.2014,9:00:08,71.008392,-146.2621726
4,12.04.2014,9:30:19,71.0084987,-146.2620121
4,12.04.2014,10:00:16,71.0085416,-146.2619586
4,12.04.2014,10:30:08,71.0085585,-146.2619204
4,12.04.2014,11:00:08,71.0087188,-146.261836
4,12.04.2014,11:30:26,71.0085932,-146.261905
4,12.04.2014,12:00:08,71.0085874,-146.261905
4,12.04.2014,12:30:08,71.0085857,-146.2618897
4,12.04.2014,13:00:00,71.0086508,-146.262256
4,12.04.2014,13:30:01,71.0080098,-146.2600669
4,12.04.2014,14:00:30,71.010186,-146.2374732
4,12.04.2014,14:30:39,71.0185087,-146.2135085
4,12.04.2014,15:00:16,71.0277762,-146.1917411
4,12.04.2014,15:30:09,71.0344196,-146.1804505
4,12.04.2014,16:00:09,71.0361392,-146.1775498
4,12.04.2014,16:30:01,71.0559991,-146.1958563
4,12.04.2014,17:00:10,71.0735813,-146.19917
4,12.04.2014,17:30:29,71.0900967,-146.1979042
4,12.04.2014,18:00:09,71.1034338,-146.1820663
4,12.04.2014,18:30:01,71.1176875,-146.1647493
4,12.04.2014,19:00:08,71.1323081,-146.1471429
4,12.04.2014,19:30:09,71.1377282,-146.1077893
4,12.04.2014,20:00:19,71.1438597,-146.068359
4,12.04.2014,20:30:16,71.153898,-146.0261485
4,12.04.2014,21:00:02,71.1683266,-146.0174356
4,12.04.2014,21:30:08,71.1840688,-145.9986002
4,12.04.2014,22:00:01,71.1980055,-145.9963201
4,12.04.2014,22:30:10,71.2038721,-145.9982999
4,12.04.2014,23:00:10,71.2048843,-145.9985997
4,12.04.2014,23:30:30,71.2059138,-145.9987067
4,13.04.2014,0:00:17,71.2068238,-145.9985301
4,13.04.2014,0:30:08,71.2076285,-145.9983321
4,13.04.2014,1:00:01,71.2083766,-145.9980741
4,13.04.2014,1:30:09,71.2089928,-145.9977324
4,13.04.2014,2:00:08,71.2094974,-145.9974234
4,13.04.2014,2:30:29,71.2098625,-145.9971242
4,13.04.2014,3:00:09,71.2101417,-145.9970195
4,13.04.2014,3:30:08,71.2103548,-145.9969621
4,13.04.2014,4:00:29,71.2104716,-145.9970071
4,13.04.2014,4:30:16,71.2104716,-145.9971765
4,13.04.2014,5:00:12,71.2143155,-145.9985438
4,13.04.2014,5:30:19,71.2209931,-145.9993391
4,13.04.2014,6:00:02,71.2326449,-145.9899964
4,13.04.2014,6:30:23,71.2471724,-146.0129214
4,13.04.2014,7:00:09,71.2529594,-146.0220147
4,13.04.2014,7:30:09,71.2624604,-146.0178065
4,13.04.2014,8:00:02,71.2664677,-146.0059206
4,13.04.2014,8:30:30,71.2664568,-146.0072594
4,13.04.2014,9:00:17,71.26648,-146.008496
4,13.04.2014,9:30:02,71.2665444,-146.0097095
4,13.04.2014,10:00:19,71.266682,-146.0108365
4,13.04.2014,10:30:17,71.2668215,-146.0119173
4,13.04.2014,11:00:09,71.2669868,-146.0128739
4,13.04.2014,11:30:02,71.2671558,-146.0138768
4,13.04.2014,12:00:10,71.2672704,-146.014571
4,13.04.2014,12:30:04,71.2673888,-146.0150486
4,13.04.2014,13:00:30,71.2678661,-146.0151343
4,13.04.2014,13:30:45,71.2837617,-146.0007968
4,13.04.2014,14:00:18,71.301814,-145.9856007
4,13.04.2014,14:30:10,71.3067048,-145.9547498
4,13.04.2014,15:00:03,71.3153632,-145.9158913
4,13.04.2014,15:30:11,71.3216471,-145.892308
4,13.04.2014,16:00:19,71.3221269,-145.8747284
4,13.04.2014,16:30:17,71.3199563,-145.8583505
4,13.04.2014,17:00:10,71.3187026,-145.8469484
4,13.04.2014,17:30:10,71.316686,-145.8229807
4,13.04.2014,18:00:02,71.3161247,-145.8040044
4,13.04.2014,18:30:03,71.3157953,-145.7926917
4,13.04.2014,19:00:37,71.3207811,-145.7862838
4,13.04.2014,19:30:09,71.3208547,-145.7874299
4,13.04.2014,20:00:09,71.3210008,-145.7886435
4,13.04.2014,20:30:02,71.3211802,-145.7897554
4,13.04.2014,21:00:03,71.3214358,-145.7909977
4,13.04.2014,21:30:11,71.3217111,-145.7921846
4,13.04.2014,22:00:25,71.3220215,-145.7933864
4,13.04.2014,22:30:10,71.3223807,-145.7944707
4,13.04.2014,23:00:10,71.3238537,-145.7940977
4,13.04.2014,23:30:03,71.3244427,-145.7954431
4,14.04.2014,0:00:09,71.3296889,-145.7943145
4,14.04.2014,0:30:03,71.3301806,-145.7956436
4,14.04.2014,1:00:11,71.3306733,-145.7970432
4,14.04.2014,1:30:31,71.3319317,-145.7981047
4,14.04.2014,2:00:10,71.3393229,-145.7982275
4,14.04.2014,2:30:10,71.343311,-145.7946345
4,14.04.2014,3:00:02,71.3490974,-145.7885701
4,14.04.2014,3:30:14,71.3562105,-145.7748968
4,14.04.2014,4:00:47,71.3570251,-145.7758073
4,14.04.2014,4:30:18,71.3582156,-145.7725409
4,14.04.2014,5:00:09,71.3617566,-145.7532593
4,14.04.2014,5:30:10,71.3727993,-145.7285134
4,14.04.2014,6:00:26,71.3787932,-145.6973624
4,14.04.2014,6:30:10,71.3793906,-145.6645124
4,14.04.2014,7:00:09,71.3855529,-145.6281257
4,14.04.2014,7:30:10,71.3892969,-145.6159202
4,14.04.2014,8:00:03,71.3899273,-145.6186691
4,14.04.2014,8:30:12,71.3905461,-145.6215741
4,14.04.2014,9:00:29,71.3912437,-145.6247171
4,14.04.2014,9:30:11,71.3921024,-145.6279896
4,14.04.2014,10:00:29,71.3928704,-145.6316976
4,14.04.2014,10:30:10,71.39375,-145.6351939
4,14.04.2014,11:00:11,71.3946809,-145.6388916
4,14.04.2014,11:30:10,71.3955921,-145.6425032
4,14.04.2014,12:00:10,71.3964956,-145.6464431
4,14.04.2014,12:30:19,71.3973931,-145.6506091
4,14.04.2014,13:00:17,71.3983711,-145.6550852
4,14.04.2014,13:30:03,71.4006237,-145.6544246
4,14.04.2014,14:00:12,71.4038519,-145.626848
4,14.04.2014,14:30:04,71.4048369,-145.6307864
4,14.04.2014,15:00:19,71.4055706,-145.6336039
4,14.04.2014,15:30:11,71.4065264,-145.6370453
4,14.04.2014,16:00:10,71.4073273,-145.6324204
4,14.04.2014,16:30:11,71.4081927,-145.6352726
4,14.04.2014,17:00:11,71.4089947,-145.6377772
4,14.04.2014,17:30:11,71.4097882,-145.6397988
4,14.04.2014,18:00:30,71.4106191,-145.6413129
4,14.04.2014,18:30:12,71.4114223,-145.642345
4,14.04.2014,19:00:03,71.4121973,-145.6427621
4,14.04.2014,19:30:11,71.4129409,-145.6426507
4,14.04.2014,20:00:13,71.4136367,-145.6419876
4,14.04.2014,20:30:19,71.414266,-145.6407811
4,14.04.2014,21:00:18,71.4148409,-145.6390461
4,14.04.2014,21:30:11,71.415095,-145.6421785
4,14.04.2014,22:00:03,71.4161669,-145.6438252
4,14.04.2014,22:30:11,71.4160491,-145.6320356
4,14.04.2014,23:00:03,71.4162282,-145.6296053
4,14.04.2014,23:30:30,71.4163754,-145.6271676
4,15.04.2014,0:00:20,71.4172409,-145.6016855
4,15.04.2014,0:30:27,71.4187844,-145.5935518
4,15.04.2014,1:00:03,71.4194959,-145.5878346
4,15.04.2014,1:30:10,71.4226695,-145.5496792
4,15.04.2014,2:00:12,71.423116,-145.5263464
4,15.04.2014,2:30:10,71.422569,-145.4846967
4,15.04.2014,3:00:29,71.4196676,-145.4397114
4,15.04.2014,3:30:11,71.4158508,-145.4141921
4,15.04.2014,4:00:30,71.4159753,-145.4134446
4,15.04.2014,4:30:19,71.4160944,-145.4128854
4,15.04.2014,5:00:12,71.4162475,-145.4123885
4,15.04.2014,5:30:19,71.4163285,-145.412197
4,15.04.2014,6:00:11,71.4164913,-145.4122226
4,15.04.2014,6:30:20,71.4165044,-145.4125712
4,15.04.2014,7:00:47,71.4165839,-145.4129837
4,15.04.2014,7:30:39,71.4165654,-145.4135006
4,15.04.2014,8:01:00,71.416463,-145.4141157
4,15.04.2014,8:30:10,71.4164037,-145.4147499
4,15.04.2014,9:00:05,71.4150555,-145.4161533
4,15.04.2014,9:30:31,71.4010709,-145.3970411
4,15.04.2014,10:00:11,71.4006999,-145.3980233
4,15.04.2014,10:30:02,71.4006185,-145.3993282
4,15.04.2014,11:00:05,71.4007248,-145.3987853
4,15.04.2014,11:30:10,71.4004049,-145.3765013
4,15.04.2014,12:00:11,71.4009294,-145.3808064
4,15.04.2014,12:30:29,71.4014967,-145.3898379
4,15.04.2014,13:00:11,71.4017554,-145.391251
4,15.04.2014,13:30:03,71.4017548,-145.3922012
4,15.04.2014,14:00:03,71.401726,-145.3930518
4,15.04.2014,14:30:11,71.4013882,-145.3995096
4,15.04.2014,15:00:30,71.3989664,-145.4185573
4,15.04.2014,15:30:13,71.4016411,-145.3956888
4,15.04.2014,16:00:10,71.4015895,-145.396502
4,15.04.2014,16:30:09,71.4014762,-145.3971923
4,15.04.2014,17:00:11,71.401385,-145.3977496
4,15.04.2014,17:30:11,71.4011124,-145.3989542
4,15.04.2014,18:00:30,71.4009982,-145.3989287
4,15.04.2014,18:30:18,71.4008537,-145.3992938
4,15.04.2014,19:00:03,71.400667,-145.3997228
4,15.04.2014,19:30:03,71.4004787,-145.4000042
4,15.04.2014,20:00:26,71.400294,-145.4005503
4,15.04.2014,20:30:10,71.4001147,-145.4012207
4,15.04.2014,21:00:10,71.3999745,-145.4018895
4,15.04.2014,21:30:10,71.3998403,-145.4027217
4,15.04.2014,22:00:28,71.3996722,-145.4036798
4,15.04.2014,22:30:10,71.3995918,-145.4048052
4,15.04.2014,23:00:02,71.3989535,-145.4008935
4,15.04.2014,23:30:10,71.3985317,-145.3946283
4,16.04.2014,0:00:11,71.3999298,-145.3869062
4,16.04.2014,0:30:03,71.4059028,-145.3742176
4,16.04.2014,1:00:29,71.4062942,-145.3744003
4,16.04.2014,1:30:18,71.4037784,-145.3663271
4,16.04.2014,2:00:03,71.3972663,-145.3392955
4,16.04.2014,2:30:03,71.3946024,-145.3077759
4,16.04.2014,3:00:11,71.3987713,-145.2984466
4,16.04.2014,3:30:03,71.3918176,-145.2686018
4,16.04.2014,4:01:38,N/A,N/A
4,16.04.2014,4:30:31,71.387638,-145.1825097
4,16.04.2014,5:00:18,71.379153,-145.1433303
4,16.04.2014,5:30:09,71.3774194,-145.1014756
4,16.04.2014,6:00:10,71.3693286,-145.0784788
4,16.04.2014,6:30:26,71.3653233,-145.0722714
4,16.04.2014,7:00:10,71.3530826,-145.0606146
4,16.04.2014,7:30:10,71.3521843,-145.0274705
4,16.04.2014,8:00:11,71.3520963,-145.0280762
4,16.04.2014,8:30:11,71.3520323,-145.0288953
4,16.04.2014,9:00:27,71.3519827,-145.0299944
4,16.04.2014,9:30:11,71.3518843,-145.0311806
4,16.04.2014,10:00:24,71.3517914,-145.032298
4,16.04.2014,10:30:12,71.3516971,-145.0335553
4,16.04.2014,11:00:10,71.3516456,-145.0348494
4,16.04.2014,11:30:11,71.3515902,-145.0362283
4,16.04.2014,12:00:12,71.3515325,-145.0375522
4,16.04.2014,12:30:26,71.3483753,-144.9895069
4,16.04.2014,13:00:10,71.34598,-144.9393321
4,16.04.2014,13:30:10,71.3460752,-144.8873238
4,16.04.2014,14:00:03,71.3447235,-144.8662318
